Retailer,Category,Item,Price (VND),7 ngày change,1 tháng change,6 tháng change,1 năm change,Product URL
HACOM (Hà Nội),Laptop,Laptop Acer Gaming Nitro ProPanel ANV15-41-R0Y4 (NH.QPESV.004) (R7-7735HS/1*16GB/512GB SSD/GeForce RTX 4050 6GB/15.6 inch FHD 180Hz/Win 11/Đen),30.999.000,+0%,,,,https://hacom.vn/laptop-acer-gaming-nitro-v-15-propanel-anv15-41-r0y4-nh.qpesv.004
HACOM (Hà Nội),Laptop,Laptop Acer Gaming Nitro ProPanel ANV15-41-R0FE (NH.QPFSV.005) (R7-7735HS/1*16GB/512GB SSD/GeForce RTX 3050 6GB/15.6 inch FHD 180Hz/Win 11/Đen),28.999.000,+0%,,,,https://hacom.vn/laptop-acer-gaming-nitro-v-15-propanel-anv15-41-r0fe-nh.qpfsv.005
HACOM (Hà Nội),Laptop,Laptop Asus VivoBook E1404FA-EB935W (R5 40/16GB RAM/512GB SSD/14 FHD/Win11/Bạc),19.999.000,+0%,,,,https://hacom.vn/laptop-asus-vivobook-e1404fa-eb935w-ltau1082
HACOM (Hà Nội),Laptop,Laptop Dell 15 DC15255 G8MK9 (R7 7730U/16GB RAM DDR4/512GB SSD/15.6 inch FHD/Cảm ứng/Win11/Đen) (NK_Bảo hành tại HACOM),21.999.000,+0%,,,,https://hacom.vn/laptop-dell-15-dc15255-g8mk9-ltdl0680
HACOM (Hà Nội),HDD,"Ổ cứng HDD WD Ultrastar DC HA340 8TB 3.5 inch, 7200RPM, SATA, 256MB Cache (WUS721208BLE6L4)",13.999.000,+0%,,,,https://hacom.vn/o-cung-hdd-wd-ultrastar-dc-ha340-8tb-35-inch-7200rpm-sata-256mb-cache-hdwd0585
HACOM (Hà Nội),HDD,"Ổ Cứng HDD SEAGATE Barracuda 2TB 3.5 inch 7200RPM, SATA III, 256MB Cache (ST2000DM008)",4.990.000,+0%,,,,https://hacom.vn/o-cung-hdd-seagate-barracuda-2tb-3.5-inch-7200rpm-sata-iii-256mb-cache
HACOM (Hà Nội),HDD,"Ổ Cứng HDD SEAGATE Barracuda 4TB 3.5 inch 5400RPM, SATA III, 256MB Cache (ST4000DM004)",5.990.000,+0%,,,,https://hacom.vn/o-cung-hdd-seagate-barracuda-4tb-3.5-inch-5400rpm-sata-iii-256mb-cache
HACOM (Hà Nội),HDD,"Ổ Cứng HDD WD 2TB Blue 3.5 inch, 7200RPM, SATA III, 256MB Cache (WD20EZBX)",4.990.000,+0%,,,,https://hacom.vn/o-cung-hdd-wd-2tb-blue-3.5-inch-7200rpm-sata-iii-256mb-cache
HACOM (Hà Nội),HDD,"Ổ Cứng HDD SEAGATE SkyHawk AI 8TB 3.5 inch, 7200R, SATA III, 256MB Cache (ST8000VE001)",12.990.000,+0%,,,,https://hacom.vn/o-cung-hdd-seagate-skyhawk-ai-8tb-3.5-inch-7200r-sata-iii-256mb-cache
HACOM (Hà Nội),HDD,"Ổ Cứng HDD WD 2TB Purple 3.5 inch, 5400RPM, SATA III, 64MB Cache (WD23PURZ)",4.890.000,+0%,,,,https://hacom.vn/o-cung-hdd-wd-2tb-purple-3.5-inch-5400rpm-sata-iii-64mb-cache
HACOM (Hà Nội),HDD,"Ổ Cứng HDD SEAGATE SkyHawk 4TB 3.5 inch, 5400RPM, SATA III, 256MB Cache (ST4000VX016)",5.990.000,+0%,,,,https://hacom.vn/o-cung-hdd-seagate-skyhawk-4tb-3.5-inch-5400rpm-sata-iii-256mb-cache
HACOM (Hà Nội),HDD,"Ổ Cứng HDD SEAGATE SkyHawk 1TB 3.5 inch, 5400RPM, SATA III, 256MB Cache (ST1000VX013)",3.990.000,+0%,,,,https://hacom.vn/o-cung-hdd-seagate-skyhawk-1tb-3.5-inch-5400rpm-sata-iii-256mb-cache
HACOM (Hà Nội),HDD,"Ổ Cứng HDD SEAGATE SkyHawk 2TB 3.5 inch, 5400RPM, SATA III, 256MB Cache (ST2000VX017)",4.990.000,+0%,,,,https://hacom.vn/o-cung-hdd-seagate-skyhawk-2tb-3.5-inch-5400rpm-sata-iii-256mb-cache
HACOM (Hà Nội),HDD,"Ổ cứng HDD Synology Plus HAT3300 4TB 3.5 inch 5400rpm, SATA 6Gb/s",7.789.000,+0%,,,,https://hacom.vn/o-cung-hdd-synology-plus-hat3300-4tb-3hdsy0022
HACOM (Hà Nội),HDD,"Ổ Cứng HDD Hikvision 4TB 3.5 inch, 5400RPM, SATA III, 128MB Cache - chuyên dụng Camera (DS-40HKVS-VX1)",4.990.000,+0%,,,,https://hacom.vn/o-cung-hdd-hikvision-4tb-3.5-inch-5400rpm-sata-iii-128mb-cache-chuyen-dung-camera-ds-40hkvs-vx1
HACOM (Hà Nội),HDD,"Ổ Cứng HDD Hikvision 6TB 3.5 inch, 5400RPM, SATA III, 256MB Cache - chuyên dụng Camera (DS-60HKVS-VX1)",7.990.000,+0%,,,,https://hacom.vn/o-cung-hdd-hikvision-6tb-3.5-inch-5400rpm-sata-iii-256mb-cache-chuyen-dung-camera-ds-60hkvs-vx1
HACOM (Hà Nội),HDD,"Ổ Cứng HDD WD Purple 1TB 3.5 inch, 5400RPM, SATA III, 64MB Cache (WD11PURZ)",4.990.000,+0%,,,,https://hacom.vn/o-cung-hdd-wd-purple-1tb-3.5-inch-5400rpm-sata-iii-64mb-cache-hdwd0490
HACOM (Hà Nội),HDD,"Ổ Cứng HDD WD 6TB Red Plus 3.5 inch, 5400RPM, SATA III, 256MB Cache (WD60EFPX)",9.990.000,+0%,,,,https://hacom.vn/o-cung-hdd-wd-6tb-red-plus-3.5-inch-5400rpm-sata-iii-254mb-cache
HACOM (Hà Nội),HDD,"Ổ Cứng HDD SEAGATE Skyhawk 6TB 3.5 inch, 5400RPM, SATA III, 256MB Cache (ST6000VX009)",8.990.000,,,,,https://hacom.vn/o-cung-hdd-seagate-skyhawk-6tb-3.5-sata-st6000vx009
HACOM (Hà Nội),HDD,"Ổ Cứng HDD WD Purple 8TB 3.5 inch, 5640RPM, SATA III, 256MB Cache (WD85PURZ)",11.990.000,+0%,,,,https://hacom.vn/o-cung-hdd-wd-purple-8tb-3.5-inch-5640rpm-sata-iii-256mb-cache
HACOM (Hà Nội),HDD,"Ổ Cứng HDD WD Purple Pro 10TB 3.5 inch, 7200RPM, SATA III, 512MB Cache (WD102PURP)",15.990.000,+0%,,,,https://hacom.vn/o-cung-hdd-wd-purple-pro-10tb-3.5-inch-7200rpm-sata-iii-512mb-cache
HACOM (Hà Nội),HDD,"Ổ Cứng HDD Hikvision AI 16TB 3.5 inch, 7200RPM, SATA III, 512MB Cache - chuyên dụng Camera (DS160HKAI-VX1)",24.990.000,+0%,,,,https://hacom.vn/o-cung-hdd-hikvision-ai-16tb-3.5-inch-7200rpm-sata-iii-512mb-cache-chuyen-dung-camera-ds160hkai-vx1
HACOM (Hà Nội),HDD,"Ổ Cứng HDD WD 1TB Blue 3.5 inch, 5400RPM, SATA III, 64MB Cache (WD10EARZ)",3.990.000,+0%,,,,https://hacom.vn/o-cung-hdd-wd-1tb-blue-35-inch-5400rpm-sata-iii-64mb-cache-hdwd0570
HACOM (Hà Nội),HDD,"Ổ Cứng HDD WD 4TB Blue 3.5 inch, 5400RPM, SATA III, 128MB Cache (WD40EZZX)",5.990.000,+0%,,,,https://hacom.vn/o-cung-hdd-wd-4tb-blue-35-inch-5400rpm-sata-iii-128mb-cache-hdwd0579
HACOM (Hà Nội),HDD,"Ổ Cứng HDD WD 4TB Purple 3.5 inch, 5400RPM, SATA III, 128MB Cache (WD44PURZ)",5.390.000,+0%,,,,https://hacom.vn/o-cung-hdd-wd-4tb-purple-35-inch-5400rpm-sata-iii-128mb-cache-hdwd0580
HACOM (Hà Nội),HDD,"Ổ Cứng HDD WD 4TB Red Plus 3.5 inch, 5400RPM, SATA III, 128MB Cache (WD40EFZZ)",6.990.000,+0%,,,,https://hacom.vn/o-cung-hdd-wd-4tb-red-plus-35-inch-5400rpm-sata-iii-128mb-cache-hdwd0581
HACOM (Hà Nội),HDD,Ổ Cứng HDD WD Ultrastar HA340 4TB 3.5inch 7.2K SATA 6Gb/s (WUS721204BLE6L4),8.990.000,+0%,,,,https://hacom.vn/o-cung-hdd-wd-ultrastar-ha340-4tb-35inch-72k-sata-6gbs-hdwd0576
HACOM (Hà Nội),HDD,"Ổ cứng HDD WD Ultrastar DC HA340 6TB 3.5 inch, 7200RPM, SATA, 256MB Cache (WUS721206BLE6L4-0B47077)",10.999.000,,,,,https://hacom.vn/o-cung-hdd-wd-ultrastar-dc-ha340-6tb-35-inch-7200rpm-sata-256mb-cache-hdwd0571
HACOM (Hà Nội),VGA - Card màn hình,Card màn hình Asus ROG STRIX RTX 3070 Ti-O8G-GAMING - Cũ đẹp (Box),16.999.000,+0%,,,,https://hacom.vn/card-man-hinh-asus-rog-strix-rtx-3070-ti-o8g-gaming-cu-dep-box
HACOM (Hà Nội),VGA - Card màn hình,Card màn hình Gigabyte RTX 3050 WINFORCE OC V2-6G,5.999.000,+0%,,,,https://hacom.vn/card-man-hinh-gigabyte-rtx-3050-winforce-oc-v2-6g
HACOM (Hà Nội),VGA - Card màn hình,Card màn hình Asus DUAL-RTX 3050-6G,5.999.000,+0%,,,,https://hacom.vn/card-man-hinh-asus-dual-rtx-3050-6g
HACOM (Hà Nội),VGA - Card màn hình,Card màn hình Asus DUAL-RTX 3050-O6G,5.999.000,+0%,,,,https://hacom.vn/card-man-hinh-asus-dual-rtx-3050-o6g
HACOM (Hà Nội),VGA - Card màn hình,Card màn hình Asus DUAL RTX 3050-O8G-V2,7.999.000,+0%,,,,https://hacom.vn/card-man-hinh-asus-dual-rtx-3050-o8g-v2
HACOM (Hà Nội),VGA - Card màn hình,Card màn hình Asus DUAL RTX 5060 8G OC GDDR7 (DUAL-RTX5060-O8G),11.999.000,+0%,,,,https://hacom.vn/card-man-hinh-asus-dual-rtx-5060-8g-oc-gddr7-dual-rtx5060-o8g
HACOM (Hà Nội),VGA - Card màn hình,Card màn hình Asus ROG ASTRAL RTX 5080 16G GAMING GDDR7 OC,55.999.000,+0%,,,,https://hacom.vn/card-man-hinh-asus-rog-astral-rtx-5080-o16g-gaming
HACOM (Hà Nội),VGA - Card màn hình,Card màn hình ASUS DUAL GeForce RTX 5050-8G GDDR6,8.799.000,+0%,,,,https://hacom.vn/card-man-hinh-asus-dual-geforce-rtx-5050-8g-gddr6
HACOM (Hà Nội),VGA - Card màn hình,Card màn hình Asus TUF RTX 5060 8G GAMING OC GDDR7 (TUF_RTX5060-O8G-GAMING),12.999.000,+0%,,,,https://hacom.vn/card-man-hinh-asus-tuf-rtx-5060-8g-gaming-oc-gddr7-tuf_rtx5060-o8g-gaming
HACOM (Hà Nội),VGA - Card màn hình,Card màn hình ASUS DUAL GeForce RTX 5050-8G OC GDDR6,8.999.000,+0%,,,,https://hacom.vn/card-man-hinh-asus-dual-geforce-rtx-5050-8g-oc-gddr6
HACOM (Hà Nội),VGA - Card màn hình,Card màn hình Asus TUF GAMING RTX 5070TI 16G GDDR7 OC,42.999.000,+10.3%,,,,https://hacom.vn/card-man-hinh-asus-tuf-gaming-rtx-5070ti-16g-gddr7-oc
HACOM (Hà Nội),VGA - Card màn hình,Card màn hình Gigabyte RTX 3060 GAMING OC 12GD-V2,11.999.000,,,,,https://hacom.vn/card-man-hinh-gigabyte-rtx-3060-gaming-oc-12gd-v2
HACOM (Hà Nội),VGA - Card màn hình,Card màn hình Asus DUAL-RTX 3060-O12G-V2,10.999.000,+0%,,,,https://hacom.vn/card-man-hinh-asus-dual-rtx-3060-o12g-v2
HACOM (Hà Nội),VGA - Card màn hình,Card màn hình Gigabyte RX 6500 XT EAGLE-4GD,4.999.000,+0%,,,,https://hacom.vn/card-man-hinh-gigabyte-rx-6500-xt-eagle-4gd
HACOM (Hà Nội),VGA - Card màn hình,Card màn hình Gigabyte RTX 3060 WINDFORCE OC 12G,10.999.000,+0%,,,,https://hacom.vn/card-man-hinh-gigabyte-rtx-3060-windforce-oc-12g
HACOM (Hà Nội),VGA - Card màn hình,Card màn hình Asus DUAL-RX 6500 XT-O4G-V2,4.999.000,+0%,,,,https://hacom.vn/card-man-hinh-asus-dual-rx-6500-xt-o4g-v2
HACOM (Hà Nội),VGA - Card màn hình,Card màn hình MSI RTX 3050 VENTUS 2X 6G OC,5.999.000,+0%,,,,https://hacom.vn/card-man-hinh-msi-rtx-3050-ventus-2x-6g-oc
HACOM (Hà Nội),VGA - Card màn hình,Card màn hình MSI RTX 3050 VENTUS 2X XS 8G OC,7.999.000,+0%,,,,https://hacom.vn/card-man-hinh-msi-rtx-3050-ventus-2x-xs-8g-oc
HACOM (Hà Nội),VGA - Card màn hình,Card màn hình Gigabyte RTX 3050 WINDFORCE OC V2 8G,7.999.000,+0%,,,,https://hacom.vn/card-man-hinh-gigabyte-rtx-3050-windforce-oc-v2-8g
HACOM (Hà Nội),VGA - Card màn hình,Card màn hình Gigabyte RTX 5060 WINDFORCE-8GD GDDR7 (GV-N5060WF2-8GD),11.999.000,+13.2%,,,,https://hacom.vn/vga-gigabyte-rtx-5060-windforce-8gd-gddr7
HACOM (Hà Nội),VGA - Card màn hình,Card màn hình MSI RTX 5060 8G VENTUS 2X OC GDDR7,11.999.000,+9.1%,,,,https://hacom.vn/vga-msi-rtx-5060-8g-ventus-2x-oc-gddr7
HACOM (Hà Nội),VGA - Card màn hình,Card màn hình Gigabyte RTX 5060 WINDFORCE OC-8GD (GV-N5060WF2OC-8GD),11.999.000,+9.1%,,,,https://hacom.vn/card-man-hinh-gigabyte-rtx-5060-windforce-oc-8gd-gv-n5060wf2oc-8gd
HACOM (Hà Nội),VGA - Card màn hình,Card màn hình Gigabyte GeForce RTX 5050 WINDFORCE OC-8GB (GV-N5050WF2OC-8GD) GDDR6,8.999.000,+0%,,,,https://hacom.vn/card-man-hinh-gigabyte-geforce-rtx-5050-windforce-oc-8gb-gv-n5050wf2oc-8gd-gddr6
HACOM (Hà Nội),VGA - Card màn hình,Card màn hình MSI GeForce RTX 5050 8G VENTUS 2X OC,8.999.000,+0%,,,,https://hacom.vn/card-man-hinh-msi-geforce-rtx-5050-8g-ventus-2x-oc
HACOM (Hà Nội),Mainboard,Mainboard ASUS TUF GAMING Z890-PLUS WIFI DDR5,7.999.000,+0%,,,,https://hacom.vn/mainboard-asus-tuf-gaming-z890-plus-wifi-ddr5
HACOM (Hà Nội),Mainboard,Mainboard ASUS PRIME Z890-P WIFI-CSM,7.999.000,,,,,https://hacom.vn/mainboard-asus-prime-z890-p-wifi-csm
HACOM (Hà Nội),Mainboard,Mainboard ASUS PRIME Z890-P-CSM DDR5,7.399.000,+0%,,,,https://hacom.vn/mainboard-asus-prime-z890-p-csm-mbas0873
HACOM (Hà Nội),Mainboard,Mainboard ASUS TUF GAMING B760M-PLUS WIFI D4,4.799.000,+0%,,,,https://hacom.vn/mainboard-asus-tuf-gaming-b760m-plus-wifi-d4
HACOM (Hà Nội),Mainboard,Mainboard ASUS TUF GAMING Z790 PLUS WIFI DDR5,7.999.000,+0%,,,,https://hacom.vn/mainboard-asus-tuf-gaming-z790-plus-wifi-ddr5
HACOM (Hà Nội),Mainboard,Mainboard ASUS PRIME H510M-K R2.0,1.999.000,+0%,,,,https://hacom.vn/mainboard-asus-prime-h510m-k-r2.0
HACOM (Hà Nội),Mainboard,Mainboard ASUS PRIME Z790-P WIFI-CSM DDR5,6.999.000,+0%,,,,https://hacom.vn/mainboard-asus-prime-z790-p-wifi-csm
HACOM (Hà Nội),Mainboard,Mainboard ASUS PRIME Z790-P-CSM DDR5,5.999.000,+0%,,,,https://hacom.vn/mainboard-asus-prime-z790-p-csm
HACOM (Hà Nội),Mainboard,Mainboard ASUS TUF GAMING B650M-E WIFI DDR5,5.999.000,,,,,https://hacom.vn/mainboard-asus-tuf-gaming-b650m-e-wifi-ddr5
HACOM (Hà Nội),Mainboard,Mainboard ASUS TUF GAMING B550M-PLUS WIFI II,3.999.000,+0%,,,,https://hacom.vn/mainboard-asus-tuf-gaming-b550m-plus-wifi-ii
HACOM (Hà Nội),Mainboard,Mainboard ASUS TUF GAMING X870-PLUS WIFI,10.699.000,+0%,,,,https://hacom.vn/mainboard-asus-tuf-gaming-x870-plus-wifi
HACOM (Hà Nội),Mainboard,Mainboard ASUS CROSSHAIR X870E HERO,20.599.000,,,,,https://hacom.vn/mainboard-asus-crosshair-x870e-hero
HACOM (Hà Nội),Mainboard,Mainboard ASUS ROG STRIX X870-F GAMING WIFI,13.999.000,,,,,https://hacom.vn/mainboard-asus-rog-strix-x870-f-gaming-wifi
HACOM (Hà Nội),Mainboard,Mainboard COLORFUL CVN B860M Gaming FROZEN,4.999.000,+0%,,,,https://hacom.vn/mainboard-colorful-cvn-b860m-gaming-frozen-mbcl0005
HACOM (Hà Nội),Mainboard,Mainboard Asus PRIME H610M-K D4,2.399.000,+0%,,,,https://hacom.vn/mainboard-asus-prime-h610m-k-d4
HACOM (Hà Nội),Mainboard,Mainboard ASUS PRIME H610M-F WIFI D4,2.699.000,+0%,,,,https://hacom.vn/mainboard-asus-prime-h610m-f-wifi-d4-mbas0864
HACOM (Hà Nội),Mainboard,Mainboard ASUS TUF GAMING B760M-PLUS D4,4.599.000,+0%,,,,https://hacom.vn/mainboard-asus-tuf-gaming-b760m-plus-d4
HACOM (Hà Nội),Mainboard,Mainboard ASUS PRIME B760M-K D4,3.299.000,+0%,,,,https://hacom.vn/mainboard-asus-prime-b760m-k-d4
HACOM (Hà Nội),Mainboard,Mainboard ASUS TUF GAMING B760M-PLUS WIFI II DDR5,4.999.000,+0%,,,,https://hacom.vn/mainboard-asus-tuf-gaming-b760m-plus-wifi-ii-ddr5
HACOM (Hà Nội),Mainboard,Mainboard Asus B760M-AYW WIFI D4,3.599.000,+0%,,,,https://hacom.vn/mainboard-asus-b760m-ayw-wifi-d4
HACOM (Hà Nội),Mainboard,Mainboard Asus B760M-AYW WIFI DDR5,3.799.000,+0%,,,,https://hacom.vn/mainboard-asus-b760m-ayw-wifi-ddr5
HACOM (Hà Nội),Mainboard,Mainboard ASUS PRIME B760M-A D4-CSM,3.999.000,+0%,,,,https://hacom.vn/mainboard-asus-prime-b760m-a-d4-cms
HACOM (Hà Nội),Mainboard,Mainboard ASUS PRIME B860M-A-CSM,4.999.000,+0%,,,,https://hacom.vn/mainboard-asus-prime-b860m-a-csm
HACOM (Hà Nội),Mainboard,Mainboard Gigabyte X870 AORUS ELITE WIFI7,8.799.000,+0%,,,,https://hacom.vn/mainboard-gigabyte-x870-aorus-elite-wifi7
HACOM (Hà Nội),PSU - Nguồn máy tính,Nguồn Asus PRIME 750B BLACK ( 80 Plus Bronze),1.999.000,+0%,,,,https://hacom.vn/nguon-asus-prime-750b-black-80-plus-bronze
HACOM (Hà Nội),PSU - Nguồn máy tính,Nguồn Asus PRIME 650B BLACK ( 80 Plus Bronze),1.699.000,+0%,,,,https://hacom.vn/nguon-asus-prime-650b-black-80-plus-bronze
HACOM (Hà Nội),PSU - Nguồn máy tính,Nguồn máy tính AIGO VK550 - 500W (Màu Đen),799.000,+0%,,,,https://hacom.vn/nguon-may-tinh-aigo-vk550-550w-mau-den
HACOM (Hà Nội),PSU - Nguồn máy tính,Nguồn máy tính AIGO VK650 - 650W (80 Plus/ Active PFC/ Single Rail),999.000,+0%,,,,https://hacom.vn/nguon-may-tinh-aigo-vk650-650w-80-plus-active-pfc-single-rail
HACOM (Hà Nội),PSU - Nguồn máy tính,Nguồn Xigmatek X-POWER III 650 - 600W EN45990 (Màu Đen),999.000,,,,,https://hacom.vn/nguon-xigmatek-x-power-iii-650-600w-en45990-mau-den
HACOM (Hà Nội),PSU - Nguồn máy tính,Nguồn Gigabyte GP- P750GM 750W (80 Plus Gold/Full Modular/Màu Đen),2.649.000,+0%,,,,https://hacom.vn/nguon-gigabyte-gp-p750gm-750w-80-plus-gold-full-modular-mau-den
HACOM (Hà Nội),PSU - Nguồn máy tính,Nguồn máy tính AIGO VK450 - 450W (Màu Đen),699.000,+0%,,,,https://hacom.vn/nguon-may-tinh-aigo-vk450-450w-mau-den
HACOM (Hà Nội),PSU - Nguồn máy tính,Nguồn máy tính AIGO GB750 - 750W (80 Plus Bronze/Màu Đen),1.599.000,+0%,,,,https://hacom.vn/nguon-may-tinh-aigo-gb750-750w-80-plus-bronze-mau-den
HACOM (Hà Nội),PSU - Nguồn máy tính,Nguồn máy tính AIGO GB650 - 650W (80 Plus Bronze/Màu Đen),1.599.000,+0%,,,,https://hacom.vn/nguon-may-tinh-aigo-gb650-650w-80-plus-bronze-mau-den
HACOM (Hà Nội),PSU - Nguồn máy tính,Nguồn máy tính AIGO VK350 - 350W (Màu Đen),499.000,+0%,,,,https://hacom.vn/nguon-may-tinh-aigo-vk350-350w-mau-den
HACOM (Hà Nội),PSU - Nguồn máy tính,Nguồn máy tính AIGO GB550 - 550W (80 Plus Bronze/Màu Đen),1.299.000,+0%,,,,https://hacom.vn/nguon-may-tinh-aigo-gb550-550w-80-plus-bronze-mau-den
HACOM (Hà Nội),PSU - Nguồn máy tính,Nguồn máy tính Corsair CX750 750W (80 Plus Bronze/ Màu Đen),1.999.000,+0%,,,,https://hacom.vn/nguon-may-tinh-corsair-cx750-80-plus-bronze-mau-den
HACOM (Hà Nội),PSU - Nguồn máy tính,Nguồn máy tính Corsair CX650 650W (80 Plus Bronze/ Màu Đen),1.999.000,+0%,,,,https://hacom.vn/nguon-may-tinh-corsair-cx650-80-plus-bronze-mau-den
HACOM (Hà Nội),PSU - Nguồn máy tính,Nguồn máy tính Corsair CX550 550W (80 Plus Bronze/ Màu Đen),1.599.000,+0%,,,,https://hacom.vn/nguon-may-tinh-corsair-cx550-80-plus-bronze-mau-den
HACOM (Hà Nội),PSU - Nguồn máy tính,Nguồn máy tính Cooler Master MWE V3 230V 750 - 750W (80 Plus Bronze/ATX3.1),1.999.000,+0%,,,,https://hacom.vn/nguon-may-tinh-cooler-master-mwe-v3-230v-750-750w-80-plus-bronze-atx3.1
HACOM (Hà Nội),PSU - Nguồn máy tính,Nguồn máy tính GIGABYTE P650SS 650W (80 PLus Silver/Màu Đen),1.999.000,+0%,,,,https://hacom.vn/nguon-may-tinh-gigabyte-p650ss-650w-80-plus-silver-mau-den
HACOM (Hà Nội),PSU - Nguồn máy tính,Nguồn máy tính Cooler Master MWE Gold 750 V3 NM FR - 750W (80 Plus Gold/ATX3.1),2.349.000,+0%,,,,https://hacom.vn/nguon-may-tinh-cooler-master-mwe-gold-750-v3-nm-fr-750w-80-plus-gold-atx3.1
HACOM (Hà Nội),PSU - Nguồn máy tính,Nguồn máy tính MSI MAG A500N-H 500W,1.199.000,+0%,,,,https://hacom.vn/nguon-may-tinh-msi-mag-a500n-h-500w
HACOM (Hà Nội),PSU - Nguồn máy tính,Nguồn máy tính MSI MAG A650BNL - 650W (80 Plus Bronze),1.899.000,+0%,,,,https://hacom.vn/nguon-may-tinh-msi-mag-a650bnl-650w-80-plus-bronze
HACOM (Hà Nội),PSU - Nguồn máy tính,Nguồn máy tính Corsair RM850e ATX 3.1 850W (80 Plus Gold/ Màu Đen),3.639.000,+0%,,,,https://hacom.vn/nguon-may-tinh-corsair-rm850e-atx-3.1-80-plus-gold-mau-den
HACOM (Hà Nội),PSU - Nguồn máy tính,Nguồn máy tính Corsair RM1000e ATX 3.1 1000W (80 Plus Gold/ Màu Đen),4.849.000,+0%,,,,https://hacom.vn/nguon-may-tinh-corsair-rm1000e-atx-3.1-80-plus-gold-mau-den
HACOM (Hà Nội),PSU - Nguồn máy tính,Nguồn máy tính DARKFLASH PMT850 GOLD - 850W (80 Plus Gold/ATX3.1/PCI-e 5.1/Full Modular),2.689.000,+0%,,,,https://hacom.vn/nguon-may-tinh-darkflash-pmt850-gold-850w-80-plus-gold-atx3.1-pci-e-5.1-full-modular
HACOM (Hà Nội),PSU - Nguồn máy tính,Nguồn máy tính DARKFLASH PMT750 GOLD - 750W (80 Plus Gold/ATX3.1/PCI-e 5.1/Full Modular),2.489.000,+0%,,,,https://hacom.vn/nguon-may-tinh-darkflash-pmt750-gold-750w-80-plus-gold-atx3.1-pci-e-5.1-full-modular
HACOM (Hà Nội),PSU - Nguồn máy tính,Nguồn KENOO ESPORT E750 - 750W (Dây dẹt),1.349.000,+0%,,,,https://hacom.vn/nguon-kenoo-esport-e750-750w-day-det
HACOM (Hà Nội),Màn hình,Màn hình Asus TUF VG249Q5R (23.8 inch/FHD/IPS/200Hz/0.3ms/loa),3.589.000,+0%,,,,https://hacom.vn/man-hinh-asus-tuf-vg249q5r
HACOM (Hà Nội),Màn hình,Màn hình ASUS VY279HGR (27 inch/FHD/IPS/120Hz/1ms),3.590.000,+0%,,,,https://hacom.vn/man-hinh-asus-vy279hgr
HACOM (Hà Nội),Màn hình,Màn hình MSI PRO MP242 E14A (23.8 inch/FHD/IPS/144Hz/1ms/loa),2.990.000,+0%,,,,https://hacom.vn/man-hinh-msi-pro-mp242-e14a-moms0181
HACOM (Hà Nội),Màn hình,Màn hình ASUS TUF VG249QE5A (23.8 inch/FHD/IPS/146Hz/1ms/loa),3.399.000,+0%,,,,https://hacom.vn/man-hinh-asus-tuf-vg249qe5a
HACOM (Hà Nội),Màn hình,Màn hình ASUS VY249HGR (23.8 inch/FHD/IPS/120Hz/1ms),3.299.000,+0%,,,,https://hacom.vn/man-hinh-asus-vy249hgr
HACOM (Hà Nội),Màn hình,Màn hình ASUS TUF VG279QE5A (27 inch/FHD/IPS/146Hz/1ms/loa),3.999.000,+0%,,,,https://hacom.vn/man-hinh-asus-tuf-vg279qe5a
HACOM (Hà Nội),Màn hình,Màn Hình LG UltraGear 27GP750-B (27 inch/FHD/IPS/240Hz/1ms),4.990.000,,,,,https://hacom.vn/man-hinh-lg-ultragear-27gp750-b
HACOM (Hà Nội),Màn hình,Màn hình LG 24U411A-B (23.8 inch/FHD/IPS/120Hz/1ms),2.999.000,,,,,https://hacom.vn/man-hinh-lg-24u411a-b
HACOM (Hà Nội),Màn hình,Màn hình HKC MB24V39 (23.8 inch/FHD/IPS/120Hz/4ms),2.499.000,+0%,,,,https://hacom.vn/man-hinh-hkc-mb24v39-120hz
HACOM (Hà Nội),Màn hình,Màn hình Gigabyte G25F2A (24.5 inch/FHD/IPS/240hz/1ms/loa),4.599.000,+0%,,,,https://hacom.vn/man-hinh-gigabyte-g25f2a
HACOM (Hà Nội),Màn hình,Màn hình Gigabyte MO27Q2 (27 inch/QHD/QD-OLED/240Hz/0.03ms/loa),16.299.000,+0%,,,,https://hacom.vn/man-hinh-gigabyte-mo27q2
HACOM (Hà Nội),Màn hình,Màn hình Gigabyte GS24F14 (23.8 inch/FHD/IPS/144hz/1ms),2.999.000,+0%,,,,https://hacom.vn/man-hinh-gigabyte-gs24f14-mogi0063
HACOM (Hà Nội),Màn hình,Màn hình ASUS VA249HG (23.8 inch/FHD/IPS/120Hz/1ms),3.299.000,+0%,,,,https://hacom.vn/man-hinh-asus-va249hg
HACOM (Hà Nội),Màn hình,Màn hình ViewSonic XG2737 (27 Inch/FHD/IPS/520Hz/1ms),14.999.000,+0%,,,,https://hacom.vn/man-hinh-viewsonic-xg2737
HACOM (Hà Nội),Màn hình,Màn hình Samsung Odyssey G5 G55C LS32CG552EEXXV (32 inch/QHD/VA/165Hz/1ms/cong),7.999.000,+0%,,,,https://hacom.vn/man-hinh-samsung-odyssey-g5-g55c-ls32cg552eexxv
HACOM (Hà Nội),Màn hình,Màn hình ViewSonic VG3820C (38 inch/WQHD+/IPS/75Hz/5ms/loa/cong),12.999.000,+0%,,,,https://hacom.vn/man-hinh-viewsonic-vg3820c
